"","site","month","year","site_seas_year","Abramis brama","Alburnoides bipunctatus","Alburnus alburnus","Alosa chrysochloris","Ambassis agassizii","Ambassis marianus","Ambloplites rupestris","Ameiurus melas","Ameiurus natalis","Ameiurus nebulosus","Amia calva","Ammocrypta clara","Amniataba percoides","Anguilla anguilla","Anguilla australis","Anguilla reinhardtii","Anguilla rostrata","Aphredoderus sayanus","Aplodinotus grunniens","Arrhamphus sclerolepis","Astyanax mexicanus","Barbatula barbatula","Barbus barbus","Blicca bjoerkna","Campostoma anomalum","Carassius auratus","Carassius carassius","Carassius gibelio","Carpiodes carpio","Carpiodes cyprinus","Carpiodes velifer","Catostomus commersonii","Chelon labrosus","Chondrostoma nasus","Cobitis taenia","Coregonus albula","Cottus gobio","Cottus poecilopus","Craterocephalus marjoriae","Craterocephalus stercusmuscarum","Ctenopharyngodon idella","Cycleptus elongatus","Cyprinella lutrensis","Cyprinella spiloptera","Cyprinella venusta","Cyprinus carpio","Dicentrarchus labrax","Dorosoma cepedianum","Dorosoma petenense","Esox americanus","Esox lucius","Esox masquinongy","Etheostoma asprigene","Etheostoma blennioides","Etheostoma caeruleum","Etheostoma exile","Etheostoma flabellare","Etheostoma nigrum","Etheostoma zonale","Fundulus diaphanus","Fundulus notatus","Fundulus zebrinus","Gambusia affinis","Gambusia holbrooki","Gasterosteus aculeatus","Glossamia aprion","Gobio gobio","Gobiomorphus australis","Gymnocephalus cernua","Hiodon alosoides","Hiodon tergisus","Hybognathus nuchalis","Hybognathus placitus","Hypentelium nigricans","Hypophthalmichthys molitrix","Hypophthalmichthys nobilis","Ictalurus furcatus","Ictalurus punctatus","Ictiobus bubalus","Ictiobus cyprinellus","Ictiobus niger","Labidesthes sicculus","Leiopotherapon unicolor","Lepisosteus oculatus","Lepisosteus osseus","Lepisosteus platostomus","Lepomis cyanellus","Lepomis gibbosus","Lepomis gulosus","Lepomis humilis","Lepomis macrochirus","Lepomis megalotis","Lepomis microlophus","Leucaspius delineatus","Leuciscus aspius","Leuciscus idus","Leuciscus leuciscus","Lota lota","Lucania parva","Luciobarbus graellsii","Luxilus chrysocephalus","Luxilus cornutus","Macquaria ambigua","Macquaria novemaculeata","Macrhybopsis aestivalis","Macrhybopsis storeriana","Menidia beryllina","Micropterus dolomieu","Micropterus punctulatus","Micropterus salmoides","Minytrema melanops","Misgurnus anguillicaudatus","Mogurnda adspersa","Morone americana","Morone chrysops","Morone mississippiensis","Morone saxatilis","Moxostoma anisurum","Moxostoma breviceps","Moxostoma carinatum","Moxostoma duquesnii","Moxostoma erythrurum","Moxostoma macrolepidotum","Mugil cephalus","Nannoperca oxleyana","Nematalosa erebi","Neogobius melanostomus","Nocomis biguttatus","Nocomis micropogon","Notemigonus crysoleucas","Notropis atherinoides","Notropis blennius","Notropis dorsalis","Notropis girardi","Notropis hudsonius","Notropis photogenis","Notropis shumardi","Notropis simus","Notropis stramineus","Notropis texanus","Notropis volucellus","Noturus flavus","Noturus gyrinus","Noturus nocturnus","Oncorhynchus mykiss","Opsopoeodus emiliae","Oreochromis mossambicus","Oxyeleotris lineolata","Parachondrostoma miegii","Parachondrostoma toxostoma","Perca flavescens","Perca fluviatilis","Percina caprodes","Percina copelandi","Percina macrolepida","Percina maculata","Percina phoxocephala","Percina sciera","Percina shumardi","Percopsis omiscomaycus","Phenacobius mirabilis","Phoxinus phoxinus","Pimephales notatus","Pimephales promelas","Pimephales vigilax","Platichthys flesus","Poecilia reticulata","Polyodon spathula","Pomoxis annularis","Pomoxis nigromaculatus","Porochilus rendahli","Pseudomugil signifer","Pseudorasbora parva","Pungitius pungitius","Pylodictis olivaris","Redigobius bikolanus","Retropinna semoni","Rhadinocentrus ornatus","Rhodeus amarus","Rhodeus sericeus","Rutilus rutilus","Salaria fluviatilis","Salmo salar","Salmo trutta","Salvelinus fontinalis","Sander canadensis","Sander lucioperca","Sander vitreus","Sarmarutilus rubilio","Scaphirhynchus platorynchus","Semotilus atromaculatus","Silurus glanis","Squalius cephalus","Tandanus tandanus","Telestes souffia","Thymallus thymallus","Tinca tinca","Umbra limi","site_year"
"S3282_2005","S3282",8,2005,"S3282_8_2005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.6376021798365,1.36239782016349,0,0,0,0,0,0,0,0,0,0,0,0,0,"S3282_2005"
"S3282_2008","S3282",8,2008,"S3282_8_2008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S3282_2008"
"S3282_2011","S3282",8,2011,"S3282_8_2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S3282_2011"
"S3282_2006","S3282",9,2006,"S3282_9_2006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S3282_2006"
"S3282_2007","S3282",9,2007,"S3282_9_2007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S3282_2007"
"S3282_2009","S3282",9,2009,"S3282_9_2009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S3282_2009"
"S3282_2013","S3282",NA,2013,"S3282_NA_2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S3282_2013"
"S3283_2004","S3283",9,2004,"S3283_9_2004",0,0,0,0,0,0,0,0,0,0,0,0,0,0.396039603960396,0,0,0,0,0,0,0,41.980198019802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4158415841584,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57425742574257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14851485148515,0,0,0,0,0,0,0,0,0,0,0,1.98019801980198,0,0,0,0,0,0,0.396039603960396,0,0,1.78217821782178,0,0,0,0,0,0,0,0,7.12871287128713,0,0,0,0,0,"S3283_2004"
"S3283_2005","S3283",9,2005,"S3283_9_2005",0,0,0,0,0,0,0,0,0,0,0,0,0,0.76530612244898,0,0,0,0,0,0,0,43.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0663265306122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55102040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7551020408163,0,0,0,0,0,0,0,0,0,0,0,11.0969387755102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37755102040816,0,0,0,0.637755102040816,0,"S3283_2005"
"S3283_2006","S3283",9,2006,"S3283_9_2006",0,0,0,0,0,0,0,0,0,0,0,0,0,0.571895424836601,0,0,0,0,0,0,0,31.2091503267974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.61764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980392156862745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1307189542484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816993464052288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.9738562091503,0,0,0,0,0,0,0,0,0,0,0,2.69607843137255,0,0,0,0,0,0,0,0,0,0.0816993464052288,0,0,0,0,0,0,0,0,4.33006535947712,0,0,0,0.326797385620915,0,"S3283_2006"
"S3283_2007","S3283",9,2007,"S3283_9_2007",0,0,0,0,0,0,0,0,0,0,0,0,0,1.03761348897536,0,0,0,0,0,0,0,40.0778210116732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40985732814527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778210116731518,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72373540856031,0,4.92866407263294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2710765239948,0,0,0,0,0,0,0,0,0,0,0,0.907911802853437,0,0,0,0,0,0,1.2970168612192,0,0,15.6939040207523,0,0,0,0,0,0,0,0,5.70687418936446,0,0,0,1.16731517509728,0,"S3283_2007"
"S3283_2008","S3283",9,2008,"S3283_9_2008",0,0,0,0,0,0,0,0,0,0,0,0,0,0.393700787401575,0,0,0,0,0,0,0,55.1181102362205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.61154855643045,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131233595800525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59317585301837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.997375328084,0,0,0,0,0,0,0,0,0,0,0,3.6745406824147,0,0,0,0,0,0,1.83727034120735,0,0,0.656167979002625,0,0,0,0,0,0,0,0,4.7244094488189,0,0,0,0.26246719160105,0,"S3283_2008"
"S3283_2009","S3283",9,2009,"S3283_9_2009",0,0,0,0,0,0,0,0,0,0,0,0,0,0.438917337234821,0,0,0,0,0,0,0,54.0599853694221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.50987564008778,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02414045354792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21872713972202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8002926115582,0,0,0,0,0,0,0,0,0,0,0,6.3643013899049,0,0,0,0,0,0,2.48719824433065,0,0,0.585223116313094,0,0,0,0,0,0,0,0,3.51133869787857,0,0,0,0,0,"S3283_2009"
"S3283_2010","S3283",9,2010,"S3283_9_2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0.211752249867655,0,0,0,0,0,0,0,30.068819481207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.3160402329275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211752249867655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.68184224457385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6633139227104,0,0,0,0,0,0,0,0,0,0,0,0.476442562202223,0,0,0,0,0,0,2.06458443620963,0,0,0.529380624669137,0,0,0,0,0,0,0,0,6.77607199576496,0,0,0,0,0,"S3283_2010"
"S3283_2012","S3283",9,2012,"S3283_9_2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0.341880341880342,0,0,0,0,0,0,0,33.2478632478632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.5726495726496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.32478632478632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170940170940171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9059829059829,0,0,0,0,0,0,0,0,0,0,0,0.341880341880342,0,0,0,0,0,0,0.94017094017094,0,0,0.0854700854700855,0,0,0,0,0,0,0,0,6.06837606837607,0,0,0,0,0,"S3283_2012"
"S3283_2011","S3283",NA,2011,"S3283_NA_2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0.599880023995201,0,0,0,0,0,0,0,46.25074985003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1763647270546,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299940011997601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91901619676065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4361127774445,0,0,0,0,0,0,0,0,0,0,0,2.27954409118176,0,0,0,0,0,0,1.25974805038992,0,0,0.779844031193761,0,0,0,0,0,0,0,0,5.87882423515297,0,0,0,0.11997600479904,0,"S3283_2011"
"S3283_2013","S3283",NA,2013,"S3283_NA_2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0.599880023995201,0,0,0,0,0,0,0,46.25074985003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1763647270546,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299940011997601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91901619676065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4361127774445,0,0,0,0,0,0,0,0,0,0,0,2.27954409118176,0,0,0,0,0,0,1.25974805038992,0,0,0.779844031193761,0,0,0,0,0,0,0,0,5.87882423515297,0,0,0,0.11997600479904,0,"S3283_2013"
"S3294_2010","S3294",7,2010,"S3294_7_2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0.921882581271228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339640950994663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339640950994663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59049005337215,0,85.4924793789422,7.81174187287725,0,0,0,0,0,0,0,0,1.11596312469675,0,0,0,0,0,"S3294_2010"
"S3294_2004","S3294",8,2004,"S3294_8_2004",0,0,0.5420054200542,0,0,0,0,0,0,0,0,0,0,1.806684733514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5420054200542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7163504968383,0,92.3215898825655,3.0713640469738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S3294_2004"
"S3294_2005","S3294",8,2005,"S3294_8_2005",0,0,0,0,0,0,0,0,0,0,0,0,0,1.53698366954851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01729106628242,0,90.6820365033622,5.76368876080692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S3294_2005"
"S3294_2009","S3294",8,2009,"S3294_8_2009",0,0,0,0,0,0,0,0,0,0,0,0,0,2.3121387283237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00963391136802,0,0,0,0,0,0,0,0,0,0.529865125240848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51445086705202,0,78.131021194605,6.5028901734104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S3294_2009"
"S3294_2012","S3294",8,2012,"S3294_8_2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613261786124952,0,97.9302414718283,1.45649674204676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S3294_2012"
"S3294_2013","S3294",8,2013,"S3294_8_2013",0,0,0,0,0,0,0,0,0,0,0,0,0,1.01494220468001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12771356075557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169157034113335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26867775585001,0,94.0231181279955,2.39639131660558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S3294_2013"
"S3294_2006","S3294",9,2006,"S3294_9_2006",0,0,0,0,0,0,0,0,0,0,0,0,0,1.62991371045062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58868648130393,3.16395014381592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05465004793864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10930009587728,0,84.5637583892617,4.88974113135187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S3294_2006"
"S3294_2007","S3294",9,2007,"S3294_9_2007",0,0,0,0,0,0,0,0,0,0,0,0,0,3.26251896813354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04855842185129,0,86.5705614567527,8.11836115326252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S3294_2007"
